over,short_text,long_text
16.1,"Unadkat to Pandya, 2 runs","Unadkat goes short and wide outside off, seam-up, as Hardik ventures down the track and cracks the ball away to Samson at sweeper cover"
15.6,"Archer to Krunal, no run","length ball on middle, Krunal jumps away outside leg and smears it straight to Stokes at mid-off"
15.5,"Archer to Pandya, 1 run","slower cutter outside off, 115.5ks, Hardik opens the face and secures a single to third man"
15.4,"Archer to Krunal, 1 run",Krunal rides the bounce of this 137.6ks short ball outside off and glides it down to third man
15.3,"Archer to Pandya, 1 run","slower, short ball outside off, 110ks, heaved off the inside half through midwicket"
15.2,"Archer to Krunal, 1 run","off-stump yorker, 141ks, dragged down to long-on"
15.1,"Archer to Pandya, 1 run","short of a length on off, steered through backward point"
14.6,"Stokes to Pandya, 1 run","fullish outside off, drive to long-on"
14.5,"Stokes to Krunal, 1 run","back of a length, tucked off the hips to square leg"
14.5,"Stokes to Krunal, 1 wide",angles it in and ends up spraying it down the leg side
14.4,"Stokes to Pandya, 1 run",flicks a length ball to deep square leg
14.3,"Stokes to Pandya, no run","back of a length on off, opens the face to point. Hardik wants an ambitious single but is sent back by Krunal"
14.2,"Stokes to Ishan, OUT","shortish, it's slower at 113.1kmph, and that gets in the way of Kishan's timing. Skews it off a bit ofa top-edge and Samson judges a catch to perfection at deep midwicket. Moves slightly back and grabs it reverse-cupped with the floodlights in his line of vision"
14.1,"Stokes to Ishan, no run","short of a length around off, punched to short cover"
13.6,"Kulkarni to Pandya, FOUR runs","short outside off, Hardik doesn't even arch back as much as he ramps it through the third man region"
13.5,"Kulkarni to Ishan, 1 run","back of a length around leg, flicked to the right of deep midwicket"
13.4,"Kulkarni to Ishan, FOUR runs","just short of a length, not the most well-timed of pulls but enough to carry to the deep midwicket boundary"
13.3,"Kulkarni to Ishan, 2 runs","length ball on off, blocked to short cover. Rahane there sees Hardik backing up and fires a throw that hits the stumps. And they take extra runs off the deflection"
13.2,"Kulkarni to Lewis, OUT","good length, a bit of width, Lewis opens up and slaps but slices it in the air and Sanju Samson moves to his right and snaffles it at deep point"
13.1,"Kulkarni to Lewis, SIX runs","Kulkarni slows it up, but Lewis moves across off and mows this length ball towards the sightscreen"
12.6,"Stokes to Ishan, no run","full outside off, driven to mid-off"
12.5,"Stokes to Lewis, 1 run","length ball around off, tries to go big and mistimes it down the pitch"
12.4,"Stokes to Ishan, 1 run","short of a length, angled in, tucked to deep midwicket"
12.3,"Stokes to Lewis, 1 run",backs away to a shortish one and slaps it to deep point
12.2,"Stokes to Lewis, no run","back of a length, blocked down the pitch"
12.1,"Stokes to Ishan, 1 run","length all on leg, turned away to midwicket"
11.6,"Gowtham to Lewis, SIX runs","full toss, lots of elevation on that one and it seems as though he's mishit it. But on the Wankhade, that's a six. What's more, it's smashed into the press box. But no damage done"
11.6,"Gowtham to Lewis, 1 wide",gets down for a sweep but the ball drifts down the leg side
11.5,"Gowtham to Ishan, 1 run","sliding fuller one, driven down to long-on"
11.4,"Gowtham to Ishan, no run","good length on the stumps, blocked back"
11.3,"Gowtham to Lewis, 1 run","short, can't latch onto a pull as it bounces in front of long-on"
11.2,"Gowtham to Lewis, no run",shuffles across and pushes down the pitch
11.1,"Gowtham to Lewis, no run",drifts away outside off and left alone
10.6,"Archer to Ishan, 2 runs","gets a fuller dart at 146.1 ks first-up, and he drives it out to sweeper cover"
10.5,"Archer to Rohit Sharma, OUT","and now Unadkat grabs a chest-height catch. Rohit is out first ball, and Mumbai are losing some ground. Rohit flays a pull to this short ball but it goes straight to long leg. That was travelling and Unadkat reverse-cups and falls over as he completes the catch. That's a brilliant piece of fielding"
10.4,"Archer to Yadav, OUT",tries to pull this short one but skews it in the air off the top part of the bat. Unadkat at long leg moves forward and takes a superb low catch. Around shin height
10.3,"Archer to Lewis, 1 leg bye","back of a length, misses the flick behind square as the ball goes off the hip"
10.2,"Archer to Lewis, no run","short outside off, Lewis punches to mid-off off the bottom of the bat. He's struggling through these middle overs here. Need to find some fluency"
10.1,"Archer to Lewis, no run","short of a length outside off, gets on top of it and opens the face to backward point who dives and prevents the single"
9.6,"Unadkat to Lewis, 1 run","slower full ball, tries to heave it away and skews it off the inside of the bat behind square on the leg side"
9.5,"Unadkat to Lewis, no run",susses out the lack of pace and punches late but finds backward point
9.4,"Unadkat to Yadav, 1 run","full outside off, drilled off the inside of the bat to long-on"
9.3,"Unadkat to Yadav, FOUR runs","length on middle and off, not much feet but he punches crisply through the left of mid-off"
9.2,"Unadkat to Lewis, 1 run","yorker on middle, dug out to the left of long-on"
9.1,"Unadkat to Lewis, no run","back of a length, complete lack of pace messes up Lewis' timing as he feels for it and misses"
8.6,"Gopal to Lewis, 1 run","shortish and some width, goes on with the arm and Lewis slaps it through the covers"
8.5,"Gopal to Yadav, 1 run","short of a length, spinning away, punched down to long-on"
8.4,"Gopal to Lewis, 1 run","non-turning length ball on a leg-stump line, whipped off the pads through square leg"
8.3,"Gopal to Lewis, 2 runs","extremely full outside off, squeezed out through the off side"
8.2,"Gopal to Lewis, SIX runs",now that's a more believable six. Down the ground and mowed straight over long-off with plenty of elevation
8.1,"Gopal to Lewis, SIX runs","legside fuller ball, Lewis gets down for a sweep and he's timed it alright, but it's ridiculous how that's carried over the backward square leg fence. A flat six"
7.6,"Unadkat to Lewis, 1 run","walks down the ground and Unadkat pulls his length back, Lewis steers to third man with an open face"
7.5,"Unadkat to Yadav, 1 run","slower full ball on off, 123.2 kmph, driven down to long-on"
7.4,"Unadkat to Yadav, no run","length ball outside off, too close to cut and gets an inside edge that barely misses the stumps"
7.3,"Unadkat to Yadav, FOUR runs","full and angled across, Suryakumar lofts it over extra cover with a free swing"
7.2,"Unadkat to Yadav, no run","short of a length, shapes up to cut and chops it into the surface as he gets tucked up for room"
7.1,"Unadkat to Lewis, 1 run",run down to third man
6.6,"Gopal to Lewis, 1 run","shortish, fails to time a pull between long-on and deep midwicket"
6.5,"Gopal to Yadav, 1 run",advances down the ground and gets no elevation as he chips it one-bounce to long-on off the toe-end
6.4,"Gopal to Yadav, no run","length ball, spins away slightly towards off, pushed back to the bowler"
6.3,"Gopal to Yadav, no run","full and straight on middle, blocked off the front foot into the covers"
6.2,"Gopal to Lewis, 1 run","googly, on a length, shuffles and works against the turn to midwicket"
6.1,"Gopal to Yadav, 1 run","flat length ball, flicks to the left of midwicket"
5.6,"Kulkarni to Lewis, FOUR runs",ruins a good over with a useless full toss. Seems like that slipped out of the hand and Lewis shovels it over the in-field on the off side
5.5,"Kulkarni to Yadav, 1 run","yorker on middle, this is good, tight bowling, drilled away to the left of mid-off where Stokes hurries across and cuts it off"
5.4,"Kulkarni to Lewis, 1 run","dipping fuller one outside off, reaches out and squeezes it out to short third man for a quick one"
5.3,"Kulkarni to Lewis, FOUR runs",picks the slower ball really early and waits before opening the face and running it through backward point. Knew his field to perfection
5.2,"Kulkarni to Lewis, no run",too full and sneaks from underneath the bat as he reaches out for it
5.1,"Kulkarni to Yadav, 1 run","short of a length around off, shuffles across and punches down to long-on"
4.6,"Stokes to Lewis, no run","high full toss, backs away and fends it away awkwardly to cover. Just about gets away with a no-ball"
4.5,"Stokes to Yadav, 1 run","slower one that slides into the pads, clipped away to mid-on where Unadkat shuffles to his right and makes a tumbling stop"
4.4,"Stokes to Yadav, no run","full outside off, gets a stride across and drives it to point"
4.3,"Stokes to Lewis, 1 run",angles in a full toss that's pushed down to long-on
4.2,"Stokes to Lewis, no run","short of a length around off, backs away and slashes it out to gully"
4.1,"Stokes to Lewis, FOUR runs",starts off with a short delivery with loads of width and Lewis throws his hands at it and gets an outside edge through third man
3.6,"Kulkarni to Yadav, FOUR runs","almost knocks over the non-striker. A slower full ball, gets a bit of a leading edge as he closes the face and chips it in the air. Lewis just about gets under it as the ball races down the ground for four"
3.5,"Kulkarni to Yadav, no run","full on middle and leg, pushed down the ground to mid-on"
3.4,"Kulkarni to Yadav, FOUR runs","short of good length, jumps inside the crease to get on top of it and uses the angle to tuck it through midwicket. Good timing on that one"
3.3,"Kulkarni to Yadav, no run","angles it into the batsman, Yadav goes too hard at a flick and gets hit on the pad"
3.2,"Kulkarni to Lewis, 1 run","shin-high full toss around middle and off, Lewis goes too hard at a punch and ends up mistiming it to mid-on"
3.1,"Kulkarni to Lewis, no run","extremely full outside off, Lewis squeezes it out to point"
2.6,"Archer to Yadav, no run",tries to open the face late for a run down to third man but manages no contact
2.5,"Archer to Yadav, no run",
2.5,"Archer to Yadav, 1 wide",angled too sharply down the leg side and Yadav can't put it away with the glance
2.4,"Archer to Lewis, 3 runs","in the air, stays there for like forever, and Binny can't get his hands to it at mid-on. He got in position nicely, mind you, but that took so long to come down Binny might as well have taken a power nap.  Goes reverse-cupped and the ball just about grazes the fingers before landing on the ground. Lewis gets lots of elevation but hardly much distance on this loft down the ground"
2.3,"Archer to Lewis, no run","short, angled into him, hits the elbow as he tries to fend it away"
2.3,"Archer to Lewis, 1 wide",drifts a back of a length delivery down the legside
2.2,"Archer to Lewis, no run","back of a length, tries to flick and does so early. It's the slower one and he gets hit on the back arm"
2.1,"Archer to Lewis, no run","short and holding its line outside off, arches back and lets it go"
1.6,"Kulkarni to Lewis, 1 run",works away a fuller one off the inside of the bat to deep backward square leg
1.5,"Kulkarni to Lewis, no run",in the air again and once more falling short. Not as close as the previous one though. The bat turns in Lewis' hands as he tries to drill this fuller one away
1.4,"Kulkarni to Yadav, 1 run","fullish length, swinging away, covers for the movement and drills it to cover who gets a hand to it and takes momentum out of the ball"
1.3,"Kulkarni to Yadav, no run","short of a length, nips away off the deck and makes him reach out as he gets beaten"
1.2,"Kulkarni to Yadav, FOUR runs","short and wide, stands tall and cracks it through the covers"
1.1,"Kulkarni to Yadav, no run",in the air and short of mid-on. Kulkarni bowls this full and Yadav flicked early to slice it in the air. Mid-on dives forward but it just drops short
0.6,"Gowtham to Lewis, FOUR runs",shot! Timed and placed sweetly through the right of extra cover
0.6,"Gowtham to Lewis, 1 wide",stays back and tries to whip a length ball away but it drifts down the leg side
0.5,"Gowtham to Yadav, 1 run","pitched up on middle, driven to long-on"
0.4,"Gowtham to Yadav, FOUR runs","fuller still and too much width again, drills a drive hard through the cover region"
0.3,"Gowtham to Yadav, FOUR runs","length outside off, this one comes on nicely to the bat with loads of room, and it's been crunched off the front foot over extra cover"
0.2,"Gowtham to Yadav, no run",tries to cut this one but the ball skids through at pace and beats him with pace
0.1,"Gowtham to Yadav, no run","pitched up outside off, driven hard to point who gets down to his left and half-stops it"
18.6,"Bhuvneshwar to Dhoni, 1 run","turns this gently into the leg side, that's that. CSK cruise home in style with an over to spare.  They're all but into the playoffs. "
18.5,"Bhuvneshwar to Rayudu, 1 run","walks across the stumps and works this length ball to square leg.  That's Rayudu's century, what a knock!  Points to someone in the coaching staff, does a circle around his head and then walks up to Dhoni to give him a hug. Lovely knock. I haven't seen Rayudu smile like this ever before. I've only seen him angry"
18.4,"Bhuvneshwar to Dhoni, 1 run",squeezed down to third man to bring Rayudu on strike
18.3,"Bhuvneshwar to Dhoni, FOUR runs",slams this pull to deep square leg. Neither deep midwicket nor fine leg moved. Ferocious strike
18.2,"Bhuvneshwar to Rayudu, 1 run","lands short of third man! Rayudu went over mid-off, ended up slicing it towards third man."
18.1,"Bhuvneshwar to Rayudu, no run","banged in short, Rayudu leaves. Umpire signals one bouncer for the over. He shaped to pull but decided to let go late"
17.6,"Kaul to Dhoni, SIX runs","Sid Kaul keeps bowling full tosses, keeps getting whacked! Hasn't learnt, bowls a full toss on middle, Dhoni sends this deep into the deep square leg boundary. That was the  fourth full toss in a row "
17.5,"Kaul to Rayudu, 1 run","another full toss, another slap but straight to deep cover"
17.4,"Kaul to Dhoni, 1 run","another full toss, another bunt down the ground to long off, they're walking home in singles here"
17.3,"Kaul to Rayudu, 1 run","waist-high full toss, punched through to long off. Rayudu asked for the no-ball, Erasmus went 'no, mate. All good there.'"
17.2,"Kaul to Dhoni, 1 run",solid punch down the ground to long off for a single
17.1,"Kaul to Rayudu, 1 run","full toss, biffs this down to deep midwicket"
16.6,"Rashid Khan to Dhoni, no run","can't get this past cover, Dhoni squeezed out the yorker length ball"
16.5,"Rashid Khan to Rayudu, 1 run",works this flatter one down to long on
16.4,"Rashid Khan to Dhoni, 1 run",once again gets forward and eases this down to long on
16.3,"Rashid Khan to Rayudu, 1 run",gets to the pitch as he drives to long off
16.2,"Rashid Khan to Dhoni, 1 run",lunges forward and eases this behind point for a quick single
16.1,"Rashid Khan to Dhoni, no run",squeezes a drive to backward point
15.6,"Shakib to Rayudu, FOUR runs",bang! Advances and picks the length to flat-bat this one bounce into the ropes. Rayudu inches closer to a century.
15.5,"Shakib to Rayudu, SIX runs","friendly full toss, Rayudu gleefully accepts as he steps out and swings this straight back over Shakib's head. This shot is as easy as stepping out in Hyderabad and finding a biryani store"
15.4,"Shakib to Dhoni, 1 run",makes room and punches this length ball to long off
15.3,"Shakib to Rayudu, 1 run","charges down, Shakib cleverly fires this full and wide, Rayudu reaches out to squeeze this away to cover"
15.2,"Shakib to Dhoni, 1 run"," Pandey, one of the best fielders in the IPL, has dropped an absolute sitter at long-on!  Dhoni stepped out to launch this over the ropes, but didn't get the elevation as this lobbed off a thick inside edge. Oh, dear."
15.1,"Shakib to Rayudu, 1 run","drifting into middle and leg, eased to deep midwicket"
14.6,"Sandeep to Rayudu, 1 run",short-arm jab to long on
14.5,"Sandeep to Dhoni, 1 run","looks to nudge this leg side, the ball angles in to deflect off his pad and they take a leg bye"
14.5,"Sandeep to Dhoni, 1 wide","too short, way over Dhoni's head. Easy call for wide"
14.4,"Sandeep to Rayudu, 1 run","full on middle, drills this down to long on as they jog a single"
14.3,"Sandeep to Dhoni, 1 run",forces this one through point to get off the mark
14.2,"Sandeep to Rayudu, 1 run","slower length ball on off, punched to long on"
14.1,"Sandeep to Raina, OUT",poor shot in desperation results in Raina's fall. Was looking to muscle this over midwicket but got it high on the bat and Williamson took a tumbling catch at mid-off.
13.6,"Shakib to Raina, 1 run","full on middle, eased down to long-on, again"
13.5,"Shakib to Rayudu, 1 run",leans back and punches to sweeper cover
13.4,"Shakib to Raina, 1 run","floated full on off, bunted to long-on off the front foot"
13.3,"Shakib to Rayudu, OUT","Goswami gathers the throw from Kane Williamson and catches Watson short. Rayudu pushes it to cover, and they chance a quick single. But Watson isn't quick enough. Some respite for Sunrisers"
13.2,"Shakib to Rayudu, no run","Rayudu uses his feet, speared wide, swished to extra cover"
13.1,"Shakib to Rayudu, SIX runs","looped up on leg stump, Rayudu dashes down the track and launches it into the wind. Into the midwicket boundary"
12.6,"Bhuvneshwar to Watson, FOUR runs","just short of a good length and outside off, Watson drags a pull between long leg and deep midwicket"
12.5,"Bhuvneshwar to Rayudu, 1 run","slogged away again, this time to wide long-on"
12.4,"Bhuvneshwar to Rayudu, SIX runs","here comes Rayudu, charges down the track. Bhuvneshwar shortens his length on middle. Clubbed over the wide long-on fence for six"
12.3,"Bhuvneshwar to Rayudu, no run","back of a length, skids in, hits Rayudu on the mid-riff as he is rushed into a pull"
12.2,"Bhuvneshwar to Rayudu, 2 runs","back of a length and angling in on off, Rayudu has an almighty leg-side swipe, and skews it to the right of Rashid at deep midwicket"
12.1,"Bhuvneshwar to Watson, 1 run","back of a length on middle, hangs back and works to leg"
11.6,"Rashid Khan to Rayudu, no run","very full and attacking the stumps, defended back to the bowler"
11.5,"Rashid Khan to Watson, 1 run","looks like another wrong'un, finishes on a fourth-stump line, fended to the leg side for one more"
11.4,"Rashid Khan to Rayudu, 1 run","googly, but the length is short, picked away off the hips into the vacant spaces at midwicket"
11.3,"Rashid Khan to Rayudu, no run","fired outside off, 99ks, stretches out and drives to cover"
11.2,"Rashid Khan to Rayudu, SIX runs","Rayudu slices a loft and clears Hales at long-off. Tossed outside off, breaks away, drops to one knee and lifts it over for six"
11.1,"Rashid Khan to Rayudu, no run","fizzes through on a fourth-stump line, chopped behind to Goswami"
10.6,"Kaul to Rayudu, 1 run","really full on leg stump, tucked away to deep midwicket"
10.5,"Kaul to Rayudu, FOUR runs","overpitched on middle now, Rayudu stays leg-side of the ball and crunches a drive to the left of long-off. Skips away to the boundary"
10.4,"Kaul to Rayudu, no run","middle-stump yorker, good comeback ball, jammed back to Kaul"
10.3,"Kaul to Rayudu, SIX runs","Rayudu brings up a fifty of his own and the side's 100 with a six over midwicket. Banged in outside off, Rayudu, having shuffled across, smokes it over midwicket. Bam!"
10.2,"Kaul to Watson, 1 run","Kaul bangs another one into the pitch, attacks the body, Watson top-edges a hook to deep square"
10.1,"Kaul to Rayudu, 1 run","chest-hunting short ball on middle stump, Rayudu takes it on with a pull and splices it between deep square and deep midwicket"
9.6,"Sandeep to Watson, FOUR runs","slower again, short, Watson waits for the ball to arrive and scythes a square cut. He raises a 31-ball fifty and is embraced by Rayudu"
9.5,"Sandeep to Watson, no run","gee, how did that miss off stump. Knuckle ball, bounces  over off. Watson swipes early and misses"
9.4,"Sandeep to Watson, 2 runs","low full-toss outside off, Watson stretches out and creams it to the right of sweeper cover. Excellent sliding save in the deep from Rashid"
9.3,"Sandeep to Rayudu, 1 run","another slower one outside off, 110.7ks, flat-batted away to long-off"
9.2,"Sandeep to Watson, 1 run","hip-high short ball on middle, slower one, Watson picks it up and pulls to deep midwicket"
9.1,"Sandeep to Watson, 2 runs","wide of the crease. Pretty full and just outside off, Watson hoists it over extra cover. Hales skips to his left and cuts it down at long-off"
8.6,"Rashid Khan to Rayudu, no run","skidder just a shade outside off, chopped to backward point"
8.5,"Rashid Khan to Rayudu, FOUR runs","quicker ball, thigh-high short ball outside off, this 104ks dart is swatted off the back foot to the midwicket fence"
8.4,"Rashid Khan to Watson, 1 run","another googly, sliding into the hips, helped wide of short fine leg for one"
8.3,"Rashid Khan to Watson, no run","googly spins from outside off, Watson does not read it, slog-sweeps and does not make contact"
8.2,"Rashid Khan to Rayudu, 1 run","straighter one on off, 97.4ks, tip and run to cover"
8.1,"Rashid Khan to Rayudu, no run","back of a length and breaks away outside off, Rayudu flashes and sends an outside edge to short third man"
7.6,"Shakib to Rayudu, 1 run",Rayudu ventures down the track and hits a shorter one down to long-off
7.5,"Shakib to Watson, 1 run","slower and outside off, leans back and glides to sweeper cover"
7.4,"Shakib to Watson, FOUR runs","hip-high short ball outside off, right in Watson's swinging arc. Rocks back and muscles a pull against the intended break to the wide long-on fence"
7.3,"Shakib to Watson, no run","Shakib hits a hard length on middle, slides in, messes with Watson's sweep and hits the pad"
7.2,"Shakib to Rayudu, 1 run","short and angled in on middle, Rayudu flat-bats it down the ground to long-on"
7.1,"Shakib to Watson, 1 run","arm ball, ducks in on middle, stabbed to midwicket off the inside half"
6.6,"Kaul to Rayudu, no run","lifter wide outside off, Rayudu lets it fizz through to Goswami"
6.5,"Kaul to Rayudu, FOUR runs","overpitched and outside off, Rayudu, having camped back all this while, presses forward and drills it straight of mid-off"
6.4,"Kaul to Rayudu, no run","wide of the crease, chest-high short ball, slanting in, Rayudu stays back and fends it off"
6.3,"Kaul to Rayudu, 2 runs","fuller and outside off, opens the face and dabs through point with soft hands"
6.2,"Kaul to Rayudu, SIX runs","short and outside off, Rayudu clears his front leg and skies a pull. Hales moves in as opposed to hanging at the edge of the boundary. Rayudu clears Hales and lifts the ball into Sunrisers' dug out"
6.1,"Kaul to Rayudu, FOUR runs","back of a length on off, cramps Rayudu for room. He dares to pull and ends up splicing it over midwicket for four"
5.6,"Shakib to Rayudu, 1 run","flat dart on middle stump, here comes Rayudu. Down the track and clipped down the ground for one"
5.5,"Shakib to Rayudu, no run",whipped with the angle to midwicket
5.4,"Shakib to Rayudu, FOUR runs","CSK pass fifty in the last over of the Powerplay. Tossed on middle, Rayudu forays down the track, gets close enough to the pitch, and hoists it over the bowler's head"
5.3,"Shakib to Watson, 1 run","full and sliding into leg stump, this non-turner is swept between short fine leg and square leg"
5.2,"Shakib to Watson, no run","Watson makes room outside leg, Shakib follows him with an arm-ball, jabbed to the covers"
5.1,"Shakib to Watson, FOUR runs","tripe from Shakib. Full and sliding down leg with fine leg inside the circle, nudged away fine of the diving fielder. Easy pickings"
4.6,"Rashid Khan to Watson, 1 run","speared outside off, Watson presses forward and secures a single down to long-off"
4.5,"Rashid Khan to Rayudu, 1 run","another wrong'un, back of a length and skids in, cramps Rayudu for room, worked to leg"
4.4,"Rashid Khan to Rayudu, FOUR runs","full on off stump, wrong'un?  Rayudu stretches out, rolls out a sweep and hits it to the right of a sliding Hooda at deep midwicket"
4.3,"Rashid Khan to Rayudu, no run","slid through on off, hint of turn, Rayudu camps back and runs it to short third man"
4.2,"Rashid Khan to Rayudu, no run","quick fizzer outside off, no turn, Rayudu punches off the back foot to backward point"
4.1,"Rashid Khan to Watson, 1 run","Rashid darts a full-toss on off, spliced to wide long-on"
3.6,"Bhuvneshwar to Watson, 1 run",nearly chopped on! This rolls off the pad into the off side and they scamper a single
3.5,"Bhuvneshwar to Watson, no run",defends this incoming length ball from the crease
3.4,"Bhuvneshwar to Rayudu, 1 run",steps out and toe-ends a pull to wide mid-on
3.3,"Bhuvneshwar to Rayudu, no run","beaten by some late seam movement, looked to punch through cover"
3.2,"Bhuvneshwar to Rayudu, SIX runs","goes inside-out and this sails over deep cover. Full and moving away, Rayudu just cleared his front leg and biffed that away"
3.1,"Bhuvneshwar to Rayudu, no run",on the backfoot as he defends this length ball
2.6,"Sandeep to Watson, SIX runs","short, and this is even bigger. Muscled over deep midwicket! This is Watson unleashed. Sandeep can't afford to bowl that length, he needs to be much, much fuller."
2.5,"Sandeep to Watson, SIX runs","poor. Slower ball gone wrong, slides this down leg, Watson nonchalantly gets down on one knee and sweeps him over the fine leg boundary"
2.4,"Sandeep to Rayudu, 1 run",turns this length ball towards Shakib at short midwicket as they scamper a single
2.3,"Sandeep to Rayudu, no run","cramped for room, bunts this length delivery to cover"
2.2,"Sandeep to Rayudu, no run",lunges forward and defends this full delivery with hard hnds
2.1,"Sandeep to Rayudu, no run","angles a full delivery on middle and leg, defended with soft hands"
1.6,"Bhuvneshwar to Rayudu, 1 run","squared up by the length, gets a thick outside edge to third man"
1.5,"Bhuvneshwar to Watson, 1 run",dabs this gently behind point for a quick single
1.4,"Bhuvneshwar to Watson, no run",punches this length delivery to cover point
1.3,"Bhuvneshwar to Watson, no run","nearly chopped on, excellent from Goswami, who leapt high to take that"
1.2,"Bhuvneshwar to Watson, SIX runs","pulled in front of square, sails over deep midwicket. Not all that bad a delivery, length and Watson got into position quickly"
1.1,"Bhuvneshwar to Watson, no run","back of length on off stump, Watson gets on top of the bounce and defends"
0.6,"Sandeep to Watson, 1 run",works this off his hip to midwicket
0.5,"Sandeep to Watson, no run",shows the full face of the bat as he defends to mid on
0.4,"Sandeep to Watson, no run","touch ahead of length on off, defended towards cover"
0.3,"Sandeep to Watson, FOUR runs","beats point, races to the point boundary. Once again there's width from Sandeep, Watson used the pace to steer this wide"
0.2,"Sandeep to Watson, no run","reaches out to drive, mistimes this to extra cover"
0.1,"Sandeep to Watson, 2 runs","floats this full on off, Watson punches this into the cover region to get off the mark with a couple"
19.6,"Bravo to Shakib, 2 runs","full and straight, stock pace, mis-hit tolong-on, gives Hooda enough time to come back for the second"
19.5,"Bravo to Shakib, no run","and now the one outside off. Slower ball, offcutter, beats Shakib's attempt to cut it"
19.4,"Bravo to Shakib, no run","yorker, under his bat, hits his pad. Might just have pitched outside leg. This is a bluff because he has three fielders in the circle behind square on the off side. Shakib is expecting something outside off but gets a straight yorker"
19.3,"Bravo to Shakib, FOUR runs","not great bowling. On a length, on the pads, with square leg and fine leg inside the circle. Shakib plays the pick-up over square leg"
19.2,"Bravo to Hooda, 1 run","down the wicket, expecting the slower one. Bravo slips in the quicker one, and follows him too. A cramped-up Hooda gets just the single to long-on"
19.1,"Bravo to Shakib, 1 run","full, just outside off, Shakib drives it to long-off to hand it over to Hooda"
18.6,"Thakur to Shakib, 1 run","on a length, gets away with just a single as Shakib manages to hit this only as far as point"
18.5,"Thakur to Hooda, 1 run","Hooda moves across again, Thakur bowls length, and he turns this to leg for a single"
18.5,"Thakur to Hooda, 1 wide",wide yorker gone wrong again. Too wide outside off. There is a bit of an appeal for a catch at the wicket but the umpire's call is emphatic and early
18.4,"Thakur to Hooda, SIX runs","Hooda moves across to another full and wide ball, and strikes it clean over long-off. This one is not executed well either. The two previous ones were too wide, this one too close to Hooda"
18.4,"Thakur to Hooda, 1 wide",and another wide. Going for those wide yorkers
18.4,"Thakur to Hooda, 1 wide","full and fast, beats his drive, but it is too wide and called"
18.3,"Thakur to Pandey, OUT","knuckle ball, and Pnadey is out. He had to go really. Saw a length ball, looked to deposit it into the stands, but ended up getting too under it skied it to long-off. CSK doing well in the last two-three overs"
18.2,"Thakur to Pandey, no run","bouncer, seems like the off-pace bouncer, Pandey through it before it arrives. A rare dot ball"
18.1,"Thakur to Pandey, 2 runs","short of a length, outside off, crisply driven on the up, but doesn't beat the man at deep cover. Gets a couple"
17.6,"Bravo to Pandey, 1 run","slower offcutter, full, turned to leg for a single"
17.5,"Bravo to Hooda, 1 run","slower offcutter, Hooda pushes it to long-on, turns for the second but slips. Everybody safe"
17.4,"Bravo to Hooda, 2 runs","length ball, into the pads, clipped away to leg, yet another couple"
17.3,"Bravo to Hooda, 2 runs","bunted into the leg side, Jadeja rushes in from deep midwicket, but they steal the second"
17.2,"Bravo to Hooda, no run","shuffles too far across, Bravo pings him right in front with a full ball. He has kept CSK into the game with two wickets and a catch now. Oh hang on. This is interesting. Seemed like a review in hope than in conviction but the ball is shown to be missing the leg stump by the ball projection. This ball didn't have much to travel but the tech ology shows Hooda is not out"
17.2,"Bravo to Hooda, 1 wide","wide down the leg side, Bravo trying to go behind him but going too far with the angle"
17.1,"Bravo to Hooda, 2 runs","slower ball, offcutter, on a length, outside off, soft hands to push this towards long-on, which allows them to come back for the second"
16.6,"Thakur to Hooda, 1 run","into the pads, takes a single to deep midwicket"
16.5,"Thakur to Hooda, FOUR runs","mid-off is up, Hooda picks his spot, and manages to mis-hit this length ball over that man. The timing is not perfect but Hooda's idea is good: go over the man inside the circle"
16.4,"Thakur to Pandey, 1 run","short of a length again, driven to deep cover for another single"
16.3,"Thakur to Hooda, 1 run",driven to long-on for another single. CSK breathing easy momentarily
16.2,"Thakur to Pandey, 1 run","short of a length, outside off, punched to deep cover for one"
16.1,"Thakur to Williamson, OUT","sensational catch from Bravo. He has removed two set batsmen in two balls. Full and wide from Thakur, Williamson drives with an open face, over short third man, but from deep point Bravo runs to his left, goes about 20 metres, and takes this low to his left with both hands"
15.6,"Bravo to S Dhawan, OUT","oh, dear. He's scooped this straight to short fine. Dhawan tries to be too cute, gives away his intentions much before Bravo delivered, so he bowls a cutter at length on middle. No pace to work with and he hits it straight to Harbhajan even as thick rain clouds gather over the MCA Stadium  from the east. They look ominous too."
15.5,"Bravo to Williamson, 1 run",steps out and punches this on the up to long off
15.4,"Bravo to S Dhawan, 1 run","right into the blockhole, squeezed wide of cover"
15.3,"Bravo to S Dhawan, FOUR runs","squeezes this behind point, no third man so that's headed just one way. It's raining boundaries"
15.2,"Bravo to Williamson, 1 run","belts this full toss to long-off, another half-century for Williamson. His 10th overall in the IPL"
15.1,"Bravo to Williamson, FOUR runs","makes room and forces this length ball past extra cover, don't think Williamson realised how well he hit it till it raced away. Deep cover stood no chance"
14.6,"Willey to S Dhawan, no run",the bat breaks as he defends. Calls for a few spare ones from the dugout
14.5,"Willey to S Dhawan, FOUR runs","hammered back over the bowler's head, one bounce to the ropes. Too full on off. Absolutely picked the bones out of that"
14.4,"Willey to S Dhawan, FOUR runs"," Luck favours him this time!  Shaped to pull from outside off over deep midwicket, thick outside edge past the keeper to third man"
14.3,"Willey to Williamson, 1 run","goes short, this time Williamson goes back and helps it over point, good work by Jadeja"
